f0_mean_hz,f0_std_hz,f0_range_st,voiced_ratio,vibrato_index,utt_id,singer_id,technique,group
293.69049072265625,27.2984619140625,7.781033515930176,0.8242280285035629,7.7285990715026855,EN-Alto-1__breathy__technique__innocence__0013,EN-Alto-1,breathy,technique
315.6031799316406,52.10697937011719,14.379093170166016,0.7057416267942583,9.832975387573242,EN-Alto-1__breathy__control__innocence__0000,EN-Alto-1,breathy,control
306.0086975097656,45.052406311035156,11.256322860717773,0.8315539739027283,10.472696304321289,EN-Alto-1__breathy__control__innocence__0001,EN-Alto-1,breathy,control
303.3810729980469,49.18038558959961,9.754302978515625,0.7772087067861716,9.73092269897461,EN-Alto-1__breathy__control__innocence__0002,EN-Alto-1,breathy,control
367.00469970703125,49.418975830078125,9.09654712677002,0.8331562167906482,8.899664878845215,EN-Alto-1__breathy__control__innocence__0003,EN-Alto-1,breathy,control
358.1175537109375,51.89693832397461,12.797991752624512,0.8205499276410999,15.39409065246582,EN-Alto-1__breathy__control__innocence__0004,EN-Alto-1,breathy,control
409.88800048828125,63.83695602416992,11.387100219726562,0.8890258939580764,8.097027778625488,EN-Alto-1__breathy__control__innocence__0005,EN-Alto-1,breathy,control
291.9939880371094,28.629011154174805,9.400588989257812,0.7356115107913669,7.003716468811035,EN-Alto-1__breathy__control__innocence__0006,EN-Alto-1,breathy,control
274.4532775878906,69.2719497680664,39.869598388671875,0.4183098591549296,13.04753589630127,EN-Alto-1__breathy__control__innocence__0007,EN-Alto-1,breathy,control
315.06341552734375,51.559120178222656,12.684625625610352,0.8210227272727273,9.80648136138916,EN-Alto-1__breathy__control__innocence__0008,EN-Alto-1,breathy,control
309.7658996582031,54.53271484375,11.318781852722168,0.773371104815864,9.970502853393555,EN-Alto-1__breathy__control__innocence__0009,EN-Alto-1,breathy,control
344.1383056640625,40.808738708496094,9.780200004577637,0.867043847241867,6.454492092132568,EN-Alto-1__breathy__control__innocence__0010,EN-Alto-1,breathy,control
367.70672607421875,51.85300827026367,12.47426700592041,0.827906976744186,14.147015571594238,EN-Alto-1__breathy__control__innocence__0011,EN-Alto-1,breathy,control
405.03076171875,61.65056228637695,12.11323356628418,0.8742023701002735,9.755647659301758,EN-Alto-1__breathy__control__innocence__0012,EN-Alto-1,breathy,control
290.9085998535156,28.505170822143555,7.1898579597473145,0.8879310344827587,7.70148229598999,EN-Alto-1__breathy__control__innocence__0013,EN-Alto-1,breathy,control
238.36802673339844,31.759885787963867,9.611495971679688,0.6358118361153262,9.60268783569336,EN-Alto-1__breathy__speech__innocence__0000,EN-Alto-1,breathy,speech
239.07957458496094,27.208755493164062,8.89100456237793,0.7441520467836257,8.785249710083008,EN-Alto-1__breathy__speech__innocence__0001,EN-Alto-1,breathy,speech
250.013916015625,26.68404769897461,8.101421356201172,0.7189542483660131,10.746829986572266,EN-Alto-1__breathy__speech__innocence__0002,EN-Alto-1,breathy,speech
250.70712280273438,36.37698745727539,8.611971855163574,0.5289017341040463,14.064714431762695,EN-Alto-1__breathy__speech__innocence__0003,EN-Alto-1,breathy,speech
237.11019897460938,24.448715209960938,8.581592559814453,0.6458333333333334,11.550627708435059,EN-Alto-1__breathy__speech__innocence__0004,EN-Alto-1,breathy,speech
230.0343017578125,18.457439422607422,5.786386489868164,0.7536764705882353,6.369033336639404,EN-Alto-1__breathy__speech__innocence__0005,EN-Alto-1,breathy,speech
228.56202697753906,24.413463592529297,20.26741600036621,0.48674242424242425,7.640174388885498,EN-Alto-1__breathy__speech__innocence__0006,EN-Alto-1,breathy,speech
239.54257202148438,26.978660583496094,8.272125244140625,0.6453900709219859,8.730744361877441,EN-Alto-1__breathy__speech__innocence__0007,EN-Alto-1,breathy,speech
230.0130157470703,27.99064064025879,8.160557746887207,0.6474464579901154,8.341293334960938,EN-Alto-1__breathy__speech__innocence__0008,EN-Alto-1,breathy,speech
230.3275909423828,23.100250244140625,38.22920227050781,0.6089193825042881,7.484814643859863,EN-Alto-1__breathy__speech__innocence__0009,EN-Alto-1,breathy,speech
229.17477416992188,18.694896697998047,4.921453475952148,0.5783783783783784,8.345142364501953,EN-Alto-1__breathy__speech__innocence__0010,EN-Alto-1,breathy,speech
232.3166046142578,29.094491958618164,8.96534538269043,0.658102766798419,11.530538558959961,EN-Alto-1__breathy__speech__innocence__0011,EN-Alto-1,breathy,speech
222.5526580810547,22.079696655273438,6.864875793457031,0.6019900497512438,8.65773868560791,EN-Alto-1__breathy__speech__innocence__0012,EN-Alto-1,breathy,speech
231.9565887451172,19.36297035217285,5.5549726486206055,0.6636636636636637,8.172386169433594,EN-Alto-1__breathy__speech__innocence__0013,EN-Alto-1,breathy,speech
240.4521484375,36.79609298706055,10.267753601074219,0.5393013100436681,7.765778064727783,EN-Alto-1__breathy__technique__let_it_go__0000,EN-Alto-1,breathy,technique
286.16558837890625,38.29317855834961,14.191822052001953,0.5825747724317295,9.235116004943848,EN-Alto-1__breathy__technique__let_it_go__0001,EN-Alto-1,breathy,technique
234.70394897460938,32.776100158691406,8.542236328125,0.6130760986066452,7.868923664093018,EN-Alto-1__breathy__technique__let_it_go__0002,EN-Alto-1,breathy,technique
290.1753845214844,53.85782241821289,13.007978439331055,0.7686274509803922,11.515443801879883,EN-Alto-1__breathy__technique__let_it_go__0003,EN-Alto-1,breathy,technique
309.3138732910156,50.73738098144531,12.390933990478516,0.5826530612244898,7.49812650680542,EN-Alto-1__breathy__technique__let_it_go__0004,EN-Alto-1,breathy,technique
378.0265197753906,47.11714553833008,14.411727905273438,0.7267441860465116,12.495841979980469,EN-Alto-1__breathy__technique__let_it_go__0005,EN-Alto-1,breathy,technique
450.7725524902344,62.65776824951172,11.860527038574219,0.8119891008174387,14.652543067932129,EN-Alto-1__breathy__technique__let_it_go__0006,EN-Alto-1,breathy,technique
224.54891967773438,30.380292892456055,36.15583038330078,0.6111111111111112,5.218795299530029,EN-Alto-1__breathy__control__let_it_go__0000,EN-Alto-1,breathy,control
277.3484191894531,36.552528381347656,10.587112426757812,0.6852531181217901,8.131499290466309,EN-Alto-1__breathy__control__let_it_go__0001,EN-Alto-1,breathy,control
239.7479705810547,41.98105239868164,39.17377471923828,0.6459227467811158,8.136423110961914,EN-Alto-1__breathy__control__let_it_go__0002,EN-Alto-1,breathy,control
329.1960754394531,60.04145431518555,12.001625061035156,0.8091397849462365,11.302547454833984,EN-Alto-1__breathy__control__let_it_go__0003,EN-Alto-1,breathy,control
351.96429443359375,52.5144157409668,12.255026817321777,0.8579310344827586,6.0202956199646,EN-Alto-1__breathy__control__let_it_go__0004,EN-Alto-1,breathy,control
396.3902282714844,48.43406677246094,7.651612281799316,0.875177304964539,8.91753101348877,EN-Alto-1__breathy__control__let_it_go__0005,EN-Alto-1,breathy,control
459.98516845703125,65.56827545166016,11.573952674865723,0.8708010335917312,13.36265754699707,EN-Alto-1__breathy__control__let_it_go__0006,EN-Alto-1,breathy,control
246.7041778564453,57.76557540893555,42.20299530029297,0.4520725388601036,21.94443130493164,EN-Alto-1__breathy__speech__let_it_go__0000,EN-Alto-1,breathy,speech
261.1780090332031,59.28396224975586,41.990081787109375,0.6267605633802817,21.379905700683594,EN-Alto-1__breathy__speech__let_it_go__0001,EN-Alto-1,breathy,speech
243.95448303222656,52.108612060546875,15.811826705932617,0.6633663366336634,15.921677589416504,EN-Alto-1__breathy__speech__let_it_go__0002,EN-Alto-1,breathy,speech
242.4682159423828,37.31494903564453,9.281271934509277,0.639344262295082,17.94558334350586,EN-Alto-1__breathy__speech__let_it_go__0003,EN-Alto-1,breathy,speech
248.69931030273438,21.489686965942383,7.1372222900390625,0.5391849529780565,11.187688827514648,EN-Alto-1__breathy__speech__let_it_go__0004,EN-Alto-1,breathy,speech
261.6700134277344,43.19609832763672,11.484949111938477,0.5407239819004525,17.36534309387207,EN-Alto-1__breathy__speech__let_it_go__0005,EN-Alto-1,breathy,speech
243.15321350097656,36.99007797241211,10.363883972167969,0.5826271186440678,14.411806106567383,EN-Alto-1__breathy__speech__let_it_go__0006,EN-Alto-1,breathy,speech
276.37567138671875,39.920448303222656,41.3879280090332,0.6063745019920319,8.75255012512207,EN-Alto-1__breathy__technique__once_up_a_dream__0000,EN-Alto-1,breathy,technique
326.9675598144531,60.15727615356445,13.858607292175293,0.8740425531914894,7.4449615478515625,EN-Alto-1__breathy__technique__once_up_a_dream__0001,EN-Alto-1,breathy,technique
263.2263488769531,31.370946884155273,8.314053535461426,0.7605095541401274,6.1707000732421875,EN-Alto-1__breathy__technique__once_up_a_dream__0002,EN-Alto-1,breathy,technique
340.5221252441406,77.8790512084961,15.9561767578125,0.8161270616982285,10.048558235168457,EN-Alto-1__breathy__technique__once_up_a_dream__0003,EN-Alto-1,breathy,technique
255.0667724609375,28.812990188598633,7.836004734039307,0.8075801749271136,4.162537097930908,EN-Alto-1__breathy__control__once_up_a_dream__0000,EN-Alto-1,breathy,control
313.4052734375,54.676414489746094,43.48778533935547,0.9054545454545454,6.148333549499512,EN-Alto-1__breathy__control__once_up_a_dream__0001,EN-Alto-1,breathy,control
255.47576904296875,30.25581932067871,8.098287582397461,0.8134920634920635,5.433348178863525,EN-Alto-1__breathy__control__once_up_a_dream__0002,EN-Alto-1,breathy,control
325.97802734375,69.8909912109375,13.438579559326172,0.7583971714790807,9.570353507995605,EN-Alto-1__breathy__control__once_up_a_dream__0003,EN-Alto-1,breathy,control
230.25982666015625,41.451019287109375,40.78460693359375,0.5088282504012841,16.194438934326172,EN-Alto-1__breathy__speech__once_up_a_dream__0000,EN-Alto-1,breathy,speech
242.25372314453125,40.27975082397461,11.375038146972656,0.8263598326359832,12.68950080871582,EN-Alto-1__breathy__speech__once_up_a_dream__0001,EN-Alto-1,breathy,speech
235.38710021972656,38.595176696777344,11.048016548156738,0.7134986225895317,16.612396240234375,EN-Alto-1__breathy__speech__once_up_a_dream__0002,EN-Alto-1,breathy,speech
242.0865478515625,42.523956298828125,40.99923324584961,0.5611439842209073,13.834425926208496,EN-Alto-1__breathy__speech__once_up_a_dream__0003,EN-Alto-1,breathy,speech
256.53717041015625,49.222164154052734,13.796656608581543,0.5618945102260495,6.083253860473633,EN-Alto-1__breathy__technique__safe_and_sound__0000,EN-Alto-1,breathy,technique
267.61212158203125,55.509300231933594,14.476455688476562,0.5960070463887258,6.815674304962158,EN-Alto-1__breathy__technique__safe_and_sound__0001,EN-Alto-1,breathy,technique
264.3817443847656,43.18836212158203,11.838424682617188,0.6225382932166302,8.9226713180542,EN-Alto-1__breathy__technique__safe_and_sound__0002,EN-Alto-1,breathy,technique
297.97344970703125,47.540931701660156,11.681339263916016,0.7280701754385965,7.251828670501709,EN-Alto-1__breathy__technique__safe_and_sound__0003,EN-Alto-1,breathy,technique
293.3511657714844,46.84407043457031,12.24597454071045,0.763046544428773,7.547354698181152,EN-Alto-1__breathy__technique__safe_and_sound__0004,EN-Alto-1,breathy,technique
285.4147033691406,51.1230583190918,11.634805679321289,0.7546699875466999,8.109877586364746,EN-Alto-1__breathy__technique__safe_and_sound__0005,EN-Alto-1,breathy,technique
262.2926025390625,39.807273864746094,9.132614135742188,0.6811797752808989,8.455992698669434,EN-Alto-1__breathy__technique__safe_and_sound__0006,EN-Alto-1,breathy,technique
239.74606323242188,42.28712463378906,12.641149520874023,0.5897435897435898,6.627861022949219,EN-Alto-1__breathy__technique__safe_and_sound__0007,EN-Alto-1,breathy,technique
256.08514404296875,64.69451141357422,13.771324157714844,0.6714471968709257,6.747435092926025,EN-Alto-1__breathy__technique__safe_and_sound__0008,EN-Alto-1,breathy,technique
266.8018493652344,39.43178939819336,38.13032150268555,0.7570332480818415,7.424271583557129,EN-Alto-1__breathy__technique__safe_and_sound__0009,EN-Alto-1,breathy,technique
295.7997741699219,55.54567337036133,12.377283096313477,0.5855646100116414,7.672429084777832,EN-Alto-1__breathy__technique__safe_and_sound__0010,EN-Alto-1,breathy,technique
306.24908447265625,49.3634033203125,12.348581314086914,0.7708333333333334,6.819197654724121,EN-Alto-1__breathy__technique__safe_and_sound__0011,EN-Alto-1,breathy,technique
308.25726318359375,47.37086486816406,11.942543029785156,0.7861885790172642,6.467532634735107,EN-Alto-1__breathy__technique__safe_and_sound__0012,EN-Alto-1,breathy,technique
275.56268310546875,41.66825866699219,9.287630081176758,0.6336746302616609,8.901751518249512,EN-Alto-1__breathy__technique__safe_and_sound__0013,EN-Alto-1,breathy,technique
254.19639587402344,49.01184844970703,39.76853561401367,0.568561872909699,8.488506317138672,EN-Alto-1__breathy__control__safe_and_sound__0000,EN-Alto-1,breathy,control
274.5684509277344,56.562232971191406,13.717905044555664,0.692871419053964,7.550974369049072,EN-Alto-1__breathy__control__safe_and_sound__0001,EN-Alto-1,breathy,control
274.8797607421875,45.03742980957031,12.561962127685547,0.6543624161073825,8.702155113220215,EN-Alto-1__breathy__control__safe_and_sound__0002,EN-Alto-1,breathy,control
316.0700378417969,52.457244873046875,12.802847862243652,0.7855029585798816,7.943079471588135,EN-Alto-1__breathy__control__safe_and_sound__0003,EN-Alto-1,breathy,control
311.2113952636719,51.64945602416992,13.133807182312012,0.7930535455861071,7.79524564743042,EN-Alto-1__breathy__control__safe_and_sound__0004,EN-Alto-1,breathy,control
309.8980407714844,55.43337631225586,12.097488403320312,0.7753086419753087,8.783581733703613,EN-Alto-1__breathy__control__safe_and_sound__0005,EN-Alto-1,breathy,control
279.6709899902344,41.42083740234375,9.64971923828125,0.6045673076923077,9.956939697265625,EN-Alto-1__breathy__control__safe_and_sound__0006,EN-Alto-1,breathy,control
238.38035583496094,43.32526397705078,12.821179389953613,0.6692913385826772,6.684791564941406,EN-Alto-1__breathy__control__safe_and_sound__0007,EN-Alto-1,breathy,control
257.14202880859375,68.08287811279297,41.43989944458008,0.7080581241743725,6.046290397644043,EN-Alto-1__breathy__control__safe_and_sound__0008,EN-Alto-1,breathy,control
268.1495666503906,37.294677734375,9.623778343200684,0.6948130277442702,8.057092666625977,EN-Alto-1__breathy__control__safe_and_sound__0009,EN-Alto-1,breathy,control
296.2718505859375,60.585777282714844,11.643857955932617,0.5821428571428572,8.013687133789062,EN-Alto-1__breathy__control__safe_and_sound__0010,EN-Alto-1,breathy,control
306.9178466796875,51.05514144897461,12.233487129211426,0.8023426061493412,7.42598295211792,EN-Alto-1__breathy__control__safe_and_sound__0011,EN-Alto-1,breathy,control
313.2913513183594,49.24781799316406,11.478407859802246,0.8275862068965517,6.376248359680176,EN-Alto-1__breathy__control__safe_and_sound__0012,EN-Alto-1,breathy,control
271.494873046875,38.7185173034668,10.43365478515625,0.7127403846153846,9.036001205444336,EN-Alto-1__breathy__control__safe_and_sound__0013,EN-Alto-1,breathy,control
257.23419189453125,38.62959671020508,10.887787818908691,0.6036988110964333,14.04996395111084,EN-Alto-1__breathy__speech__safe_and_sound__0000,EN-Alto-1,breathy,speech
262.8019104003906,45.797119140625,13.204197883605957,0.6476426799007444,15.26790714263916,EN-Alto-1__breathy__speech__safe_and_sound__0001,EN-Alto-1,breathy,speech
251.8008270263672,40.68601608276367,10.600046157836914,0.5845070422535211,17.749509811401367,EN-Alto-1__breathy__speech__safe_and_sound__0002,EN-Alto-1,breathy,speech
253.1624298095703,37.6358757019043,10.798147201538086,0.5688775510204082,14.519622802734375,EN-Alto-1__breathy__speech__safe_and_sound__0003,EN-Alto-1,breathy,speech
252.59536743164062,32.586280822753906,8.845321655273438,0.6286472148541115,11.31607723236084,EN-Alto-1__breathy__speech__safe_and_sound__0004,EN-Alto-1,breathy,speech
253.90057373046875,41.398345947265625,10.056991577148438,0.7095808383233533,14.56357479095459,EN-Alto-1__breathy__speech__safe_and_sound__0005,EN-Alto-1,breathy,speech
274.97406005859375,43.198341369628906,10.880358695983887,0.6238938053097345,15.382043838500977,EN-Alto-1__breathy__speech__safe_and_sound__0006,EN-Alto-1,breathy,speech
252.1400146484375,38.77909851074219,11.456015586853027,0.7428998505231689,13.476295471191406,EN-Alto-1__breathy__speech__safe_and_sound__0007,EN-Alto-1,breathy,speech
263.2553405761719,48.3226318359375,13.384683609008789,0.6728110599078341,14.69453239440918,EN-Alto-1__breathy__speech__safe_and_sound__0008,EN-Alto-1,breathy,speech
264.1939697265625,45.36467742919922,11.651069641113281,0.6,15.79374885559082,EN-Alto-1__breathy__speech__safe_and_sound__0009,EN-Alto-1,breathy,speech
